  UID   PID  PPID   C STIME   TTY           TIME CMD
  501   514     1   0  8:33AM ??         0:00.05 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501   515     1   0  8:33AM ??         0:02.36 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension -AppleLanguages ("en-SG")
  501   516     1   0  8:33AM ??         0:00.41 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
  501   517     1   0  8:33AM ??         0:00.11 /System/Library/CoreServices/pbs
  265   518     1   0  8:33AM ??         0:00.14 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
  268   519     1   0  8:33AM ??         1:02.11 /usr/libexec/nearbyd
  501   520     1   0  8:33AM ??         0:05.35 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
  501   521     1   0  8:33AM ??         0:00.47 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501   522     1   0  8:33AM ??         0:00.01 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501   523     1   0  8:33AM ??         0:00.18 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
  501   525     1   0  8:33AM ??         0:00.02 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501   526     1   0  8:33AM ??         0:04.45 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501   527     1   0  8:33AM ??         0:12.12 /System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension
  501   528     1   0  8:33AM ??         0:04.46 /System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget
  501   529     1   0  8:33AM ??         0:00.34 /System/Library/ExtensionKit/Extensions/WallpaperDynamicExtension.appex/Contents/MacOS/WallpaperDynamicExtension
  501   530     1   0  8:33AM ??         0:00.02 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501   531     1   0  8:33AM ??         0:12.81 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
  501   532     1   0  8:33AM ??         0:06.19 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
  501   533     1   0  8:33AM ??         0:01.52 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
  501   534     1   0  8:33AM ??         0:03.10 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
  501   535     1   0  8:33AM ??         0:04.82 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension
  501   536     1   0  8:33AM ??         0:00.05 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501   537     1   0  8:33AM ??         0:04.99 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
  501   538     1   0  8:33AM ??         0:00.42 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  501   539     1   0  8:33AM ??         0:11.89 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
  501   540     1   0  8:33AM ??         0:00.59 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
  501   541     1   0  8:33AM ??         0:00.02 /System/Library/PrivateFrameworks/NewDeviceOutreach.framework/ndoagent
  501   543     1   0  8:33AM ??         0:03.22 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  501   544     1   0  8:33AM ??         0:00.05 /Applications/Notion.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/owensengdalavong/Library/Application Support/Notion/Crashpad --url=https://www.notion.so/server/crash-report --annotation=_companyName=Notion --annotation=_productName=Notion --annotation=_version=3.9.6 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=29.3.0 --handshake-fd=20
    0   545     1   0  8:33AM ??         0:00.11 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501   547     1   0  8:33AM ??         0:11.45 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  501   548     1   0  8:33AM ??         0:00.37 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501   549   465   0  8:33AM ??         2:37.64 /Applications/Notion.app/Contents/Frameworks/Notion Helper (GPU).app/Contents/MacOS/Notion Helper (GPU) --type=gpu-process --user-data-dir=/Users/owensengdalavong/Library/Application Support/Notion --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaAcAAAAAAABoBwAAAAAAAHgCAABOAAAAcAIAAAAAAAB4AgAAAAAAAIACAAAAAAAAiAIAAAAAAACQAgAAAAAAAJgCAAAAAAAAoAIAAAAAAACoAgAAAAAAALACAAAAAAAAuAIAAAAAAADAAgAAAAAAAMgCAAAAAAAA0AIAAAAAAADYAgAAAAAAAOACAAAAAAAA6AIAAAAAAADwAgAAAAAAAPgCAAAAAAAAAAMAAAAAAAAIAwAAAAAAABADAAAAAAAAGAMAAAAAAAAgAwAAAAAAACgDAAAAAAAAMAMAAAAAAAA4AwAAAAAAAEADAAAAAAAASAMAAAAAAABQAwAAAAAAAFgDAAAAAAAAYAMAAAAAAABoAwAAAAAAAHADAAAAAAAAeAMAAAAAAACAAwAAAAAAAIgDAAAAAAAAkAMAAAAAAACYAwAAAAAAAKADAAAAAAAAqAMAAAAAAACwAwAAAAAAALgDAAAAAAAAwAMAAAAAAADIAwAAAAAAANADAAAAAAAA2AMAAAAAAADgAwAAAAAAAOgDAAAAAAAA8AMAAAAAAAD4AwAAAAAAAAAEAAAAAAAACAQAAAAAAAAQBAAAAAAAABgEAAAAAAAAIAQAAAAAAAAoBAAAAAAAADAEAAAAAAAAOAQAAAAAAABABAAAAAAAAEgEAAAAAAAAUAQAAAAAAABYBAAAAAAAAGAEAAAAAAAAaAQAAAAAAABwBAAAAAAAAHgEAAAAAAAAgAQAAAAAAACIBAAAAAAAAJAEAAAAAAAAmAQAAAAAAACgBAAAAAAAAKgEAAAAAAAAsAQAAAAAAAC4BAAAAAAAAMAEAAAAAAAAyAQAAAAAAADQBAAAAAAAANgEAAAAAAAAEAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAEAAAAQAAAAAAAAAAAAAAACAAAAEAAAAAAAAAAAAAAAAwAAABAAAAAAAAAAAAAAAAYAAAAQAAAAAAAAAAAAAAAHAAAAEAAAAAAAAAAAAAAACAAAABAAAAAAAAAAAAAAAAkAAAAQAAAAAAAAAAAAAAALAAAAEAAAAAAAAAAAAAAADAAAABAAAAAAAAAAAAAAAA4AAAAQAAAAAAAAAAAAAAAPAAAAEAAAAAAAAAAAAAAAEAAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAABAAAAEAAAAAAAAAABAAAAAgAAABAAAAAAAAAAAQAAAAMAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAAAQAAABAAAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAAAQAAABAAAAAAAAAABAAAAAIAAAAQAAAAAAAAAAQAAAADAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACQAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAAMAAAAEAAAAAAAAAAEAAAADgAAABAAAAAAAAAABAAAAA8AAAAQAAAAAAAAAAQAAAAQAAAAEAAAAAAAAAAHAAAAAAAAABAAAAAAAAAABwAAAAEAAAAQAAAAAAAAAAcAAAACAAAAEAAAAAAAAAAHAAAAAwAAABAAAAAAAAAABwAAAAYAAAAQAAAAAAAAAAcAAAAHAAAAEAAAAAAAAAAHAAAACAAAABAAAAAAAAAABwAAAAkAAAAQAAAAAAAAAAcAAAALAAAAEAAAAAAAAAAHAAAADAAAABAAAAAAAAAABwAAAA4AAAAQAAAAAAAAAAcAAAAPAAAAEAAAAAAAAAAHAAAAEAAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAABAAAAEAAAAAAAAAAIAAAAAgAAABAAAAAAAAAACAAAAAMAAAAQAAAAAAAAAAgAAAAGAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACAAAABAAAAAQAAAAAAAAAAoAAAAAAAAAEAAAAAAAAAAKAAAAAQAAABAAAAAAAAAACgAAAAIAAAAQAAAAAAAAAAoAAAADAAAAEAAAAAAAAAAKAAAABgAAABAAAAAAAAAACgAAAAcAAAAQAAAAAAAAAAoAAAAIAAAAEAAAAAAAAAAKAAAACQAAABAAAAAAAAAACgAAAAsAAAAQAAAAAAAAAAoAAAAMAAAAEAAAAAAAAAAKAAAADgAAABAAAAAAAAAACgAAAA8AAAAQAAAAAAAAAAoAAAAQAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,7083317209567393087,12579460443945847520,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma,kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=32
  501   550     1   0  8:33AM ??         0:34.26 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  501   551   465   0  8:33AM ??         0:23.07 /Applications/Notion.app/Contents/Frameworks/Notion Helper.app/Contents/MacOS/Notion Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/owensengdalavong/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --shared-files --field-trial-handle=1718379636,r,7083317209567393087,12579460443945847520,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma,kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=32
  501   552     1   0  8:33AM ??         0:16.79 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  501   553     1   0  8:33AM ??         0:00.54 /System/Library/Frameworks/FinanceKit.framework/financed
  501   554     1   0  8:33AM ??         0:00.14 /usr/libexec/diagnosticextensionsd
  501   555     1   0  8:33AM ??         0:12.38 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
    0   556     1   0  8:33AM ??         0:00.04 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
  501   557     1   0  8:33AM ??         0:00.24 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  501   558     1   0  8:33AM ??         0:00.06 /System/Library/CoreServices/ReportCrash agent
  501   559     1   0  8:33AM ??         0:23.01 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
  501   560     1   0  8:33AM ??         0:07.47 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  501   561     1   0  8:33AM ??         0:02.04 /usr/libexec/bluetoothuserd
  501   562     1   0  8:33AM ??         0:03.11 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  501   563     1   0  8:33AM ??         0:00.77 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  501   564     1   0  8:33AM ??         0:02.57 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  501   565     1   0  8:33AM ??         0:05.01 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent --launchd
  501   566     1   0  8:33AM ??         0:01.74 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
  501   567     1   0  8:33AM ??         0:01.16 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPArtworkAgent --launchd
  501   568     1   0  8:33AM ??         0:00.47 /System/Applications/Music.app/Contents/XPCServices/VisualizerService.xpc/Contents/MacOS/VisualizerService
  501   569     1   0  8:33AM ??         0:01.56 /System/Applications/Music.app/Contents/XPCServices/VisualizerService_x86.xpc/Contents/MacOS/VisualizerService_x86
  501   570     1   0  8:33AM ??         0:03.26 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
  501   571     1   0  8:33AM ??         0:02.36 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
    0   572     1   0  8:33AM ??         0:00.54 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
  501   573     1   0  8:33AM ??         0:06.19 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
  501   574     1   0  8:33AM ??         0:01.27 /System/Library/CoreServices/ScopedBookmarkAgent
  501   575     1   0  8:33AM ??         0:00.28 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
    0   576     1   0  8:33AM ??         0:07.81 /usr/sbin/spindump
  501   577     1   0  8:33AM ??         0:00.02 /usr/libexec/spindump_agent
    0   578     1   0  8:33AM ??         0:00.66 /System/Library/CoreServices/SubmitDiagInfo server-init
  501   579     1   0  8:33AM ??         0:00.10 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
  501   580     1   0  8:33AM ??         0:08.14 /usr/libexec/networkserviceproxy
  501   581     1   0  8:33AM ??         0:04.84 /usr/libexec/triald
  501   582     1   0  8:33AM ??         0:00.24 /usr/libexec/neagent
  501   584     1   0  8:33AM ??         0:00.04 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  501   585     1   0  8:33AM ??         0:00.47 /usr/libexec/avconferenced
  501   586     1   0  8:33AM ??         0:00.17 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
  501   587     1   0  8:33AM ??         0:00.20 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
  501   588     1   0  8:33AM ??         0:07.05 /usr/libexec/siriknowledged
  501   589     1   0  8:33AM ??         0:12.17 /System/Library/CoreServices/destinationd
  501   590     1   0  8:33AM ??         0:00.82 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
  501   591     1   0  8:33AM ??         0:01.89 /System/Library/CoreServices/mapspushd
  501   592     1   0  8:33AM ??         0:01.75 /usr/libexec/fmfd
  501   594     1   0  8:33AM ??         0:13.30 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent
  501   595     1   0  8:33AM ??         0:00.01 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501   596     1   0  8:33AM ??         0:00.08 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
  501   601     1   0  8:33AM ??         0:02.17 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
  501   608     1   0  8:33AM ??         0:00.03 /bin/sh /opt/homebrew/opt/mysql/bin/mysqld_safe --datadir=/opt/homebrew/var/mysql
  501   609     1   0  8:33AM ??         0:00.06 /System/Library/Image Capture/Support/icdd
  501   610     1   0  8:33AM ??         0:01.04 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
  501   612     1   0  8:33AM ??         0:03.11 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
  501   613     1   0  8:33AM ??         0:15.18 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/Creative Cloud --showwindow=false --onOSstartup=true
  501   614     1   0  8:33AM ??         0:01.82 /System/Library/CoreServices/audioaccessoryd
  501   615     1   0  8:33AM ??         0:00.62 /System/Library/CoreServices/diagnostics_agent
  501   616     1   0  8:33AM ??         0:04.22 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
  501   620     1   0  8:33AM ??         0:00.04 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
  501   621     1   0  8:33AM ??         0:08.95 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
  501   622     1   0  8:33AM ??         0:04.79 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  501   623     1   0  8:33AM ??         0:02.59 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
  501   625     1   0  8:33AM ??         0:00.08 /usr/libexec/seserviced
  501   626     1   0  8:33AM ??         0:00.22 /usr/libexec/findmylocateagent
  501   627   465   0  8:33AM ??         1:48.91 /Applications/Notion.app/Contents/Frameworks/Notion Helper.app/Contents/MacOS/Notion Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/owensengdalavong/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --shared-files --field-trial-handle=1718379636,r,7083317209567393087,12579460443945847520,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma,kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version
  501   628   465   0  8:33AM ??         1:48.75 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/owensengdalavong/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1719880398069116 --launch-time-ticks=35204482 --shared-files --field-trial-handle=1718379636,r,7083317209567393087,12579460443945847520,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma,kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=62
  501   629   465   0  8:33AM ??         0:00.34 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/owensengdalavong/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --no-sandbox --no-zygote --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1719880398069116 --launch-time-ticks=35220498 --shared-files --field-trial-handle=1718379636,r,7083317209567393087,12579460443945847520,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma,kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version
  501   630   465   0  8:33AM ??         0:00.67 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/owensengdalavong/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1719880398069116 --launch-time-ticks=35255722 --shared-files --field-trial-handle=1718379636,r,7083317209567393087,12579460443945847520,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma,kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=68
  501   632   465   0  8:33AM ??        23:08.90 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/owensengdalavong/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1719880398069116 --launch-time-ticks=35402077 --shared-files --field-trial-handle=1718379636,r,7083317209567393087,12579460443945847520,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma,kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=76
  501   633   465   0  8:33AM ??         0:00.31 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/owensengdalavong/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1719880398069116 --launch-time-ticks=35416927 --shared-files --field-trial-handle=1718379636,r,7083317209567393087,12579460443945847520,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma,kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=76
  501   636     1   0  8:33AM ??         0:00.13 /usr/libexec/WiFiVelocityAgent
    0   638     1   0  8:33AM ??         0:01.03 /usr/libexec/wifivelocityd
  501   639   465   0  8:33AM ??         0:03.77 /Applications/Notion.app/Contents/Frameworks/Notion Helper.app/Contents/MacOS/Notion Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/owensengdalavong/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --shared-files --field-trial-handle=1718379636,r,7083317209567393087,12579460443945847520,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma,kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=84
    0   643     1   0  8:33AM ??         0:08.26 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
  501   645     1   0  8:33AM ??         0:00.67 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
  258   646     1   0  8:33AM ??         0:00.05 /usr/libexec/captiveagent
  501   649     1   0  8:33AM ??         0:00.68 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  235   650     1   0  8:33AM ??         0:00.06 /usr/libexec/AssetCache/AssetCache
  501   651     1   0  8:33AM ??         1:09.57 /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/Creative Cloud Content Manager.node /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/../js/main.js
  501   665     1   0  8:33AM ??         0:35.22 /Library/Application Support/Adobe/Adobe Desktop Common/IPCBox/AdobeIPCBroker.app/Contents/MacOS/AdobeIPCBroker -launchedbyvulcan /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/Creative Cloud Content Manager.node
  501   753   608   0  8:33AM ??         1:02.12 /opt/homebrew/opt/mysql/bin/mysqld --basedir=/opt/homebrew/opt/mysql --datadir=/opt/homebrew/var/mysql --plugin-dir=/opt/homebrew/opt/mysql/lib/plugin --log-error=OMacBook-Pro.local.err --pid-file=OMacBook-Pro.local.pid
  501   763     1   0  8:33AM ??         0:00.04 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
